ID,y
1000,103.660355
1001,104.17381
1002,90.47804
1003,110.17739
1004,90.5559
1008,110.31999
1009,102.062294
1010,106.77721
1012,109.945465
1013,94.8158
1014,107.277855
1015,94.87756
1016,116.56236
1019,94.331505
1020,107.73932
1021,100.297874
1022,98.209236
1024,100.297874
1025,92.712425
1027,97.33224
1028,110.08874
1029,98.54365
1030,100.28378
1033,110.249054
1036,102.29828
1037,107.933624
1038,91.44654
1042,94.50942
1043,107.36725
1044,95.87704
1045,110.692444
1047,115.13423
1050,95.09202
1051,108.282776
1054,94.65677
1056,94.05004
1057,95.22344
1059,94.05752
1062,105.57326
1063,100.92186
1064,94.05004
1066,94.769615
1070,112.23195
1076,110.022865
1077,98.56134
1078,111.02463
1080,108.28561
1082,100.20318
1083,99.71043
1089,105.85334
1091,99.29249
1093,96.33886
1097,94.625435
1099,97.320465
1101,100.09804
1103,100.388664
1104,111.61717
1106,106.33762
1109,93.42505
1110,109.58238
1111,107.835556
1112,110.02857
1114,94.560524
1116,95.854065
1117,107.993645
1120,100.96682
1124,111.40737
1125,94.54782
1126,113.22126
1134,107.1239
1137,91.24123
1138,111.476204
1144,111.07747
1145,94.6908
1146,92.5509
1148,100.63276
1150,98.794914
1152,104.71677
1153,102.0731
1154,106.86241
1155,95.19084
1157,98.00244
1162,96.328674
1165,111.055504
1166,97.501945
1167,101.88854
1168,103.757904
1169,102.42997
1171,118.31466
1172,103.070015
1173,102.42997
1174,97.587555
1176,106.43034
1177,108.61928
1178,96.13778
1182,111.796196
1186,102.08074
1187,104.36741
1188,92.63595
1189,113.40589
1191,106.24865
1192,95.52542
1197,112.04487
1198,94.47917
1200,79.473236
1201,94.01335
1203,98.164215
1209,116.91187
1214,107.38514
1218,110.59511
1222,99.1045
1226,97.25476
1228,97.08031
1230,102.99401
1232,79.0161
1233,108.51355
1236,113.23549
1238,101.21909
1241,111.07747
1244,98.99576
1246,102.979744
1247,99.61932
1250,104.59153
1251,99.604454
1254,105.169495
1255,98.27594
1256,109.97212
1257,98.24172
1258,111.81985
1259,112.01446
1260,93.8359
1263,112.237335
1267,79.9309
1268,109.63603
1271,97.34826
1272,107.86761
1274,105.385086
1275,96.328674
1276,108.784874
1277,90.34681
1279,92.5509
1281,98.196945
1282,92.63595
1283,105.89817
1285,105.03035
1286,94.487366
1289,112.31331
1296,97.903465
1299,101.95842
1301,103.66638
1306,90.055954
1307,95.64622
1308,93.91535
1313,108.784874
1314,95.45207
1315,109.58238
1316,92.78142
1317,108.412
1319,92.533585
1323,106.727875
1324,108.9118
1325,96.69443
1328,102.69215
1329,91.97105
1330,103.28381
1331,99.58373
1332,104.67647
1337,101.58437
1338,99.27365
1339,91.72768
1340,101.70393
1343,107.12941
1347,111.30321
1348,97.30954
1349,107.73036
1352,94.237
1354,103.88876
1359,111.46212
1360,101.34302
1363,108.29976
1364,100.30506
1365,103.64185
1366,101.70649
1372,98.811584
1375,98.64706
1376,97.93132
1378,96.28674
1379,108.46366
1380,101.71954
1381,102.45718
1384,109.399765
1387,100.5244
1388,106.808914
1392,75.642746
1394,102.0412
1395,94.44319
1396,109.41725
1398,96.64533
1399,109.41725
1400,91.706406
1401,92.82883
1403,101.61503
1404,98.242134
1406,109.41725
1407,94.27807
1408,111.936935
1410,80.57396
1412,109.21676
1413,93.500145
1415,96.58968
1420,111.936935
1422,110.43562
1423,100.53059
1424,111.936935
1425,98.6227
1426,80.57396
1427,102.702805
1429,95.05295
1430,109.11009
1431,103.36325
1432,100.30076
1434,109.089775
1437,94.529915
1438,104.81965
1440,109.60047
1441,106.43755
1442,95.77264
1444,107.46409
1445,96.82507
1446,105.00709
1448,93.78236
1453,92.98604
1454,109.21676
1455,93.00953
1456,106.645546
1458,109.21676
1459,95.005775
1461,96.63487
1465,100.5244
1466,110.39966
1469,106.62185
1472,92.98604
1474,96.84876
1477,108.23757
1479,107.61806
1482,109.41729
1483,78.011086
1487,95.09393
1488,105.49712
1490,115.32132
1492,105.324455
1494,117.8192
1496,98.871414
1497,98.51914
1499,104.38712
1502,94.335106
1507,103.347694
1508,94.237
1509,103.25946
1511,92.96796
1512,107.38268
1513,116.96973
1514,99.74779
1518,112.42031
1519,91.90672
1522,111.56303
1524,78.20817
1527,95.77264
1529,94.83884
1532,106.561584
1536,113.10364
1537,117.00001
1539,101.722374
1542,111.48888
1543,97.93132
1544,105.31812
1545,80.30928
1550,94.97166
1551,103.069336
1554,114.30167
1556,109.31463
1559,94.77307
1560,77.82218
1562,98.95336
1566,91.91325
1567,111.499016
1569,105.29196
1570,109.93033
1571,108.62337
1574,94.237
1578,106.99061
1580,93.54218
1583,104.915184
1584,94.237
1585,106.94022
1586,103.72789
1587,112.565605
1588,95.9282
1590,116.33478
1592,104.62772
1596,96.20615
1598,105.78112
1599,95.91589
1604,108.556145
1606,102.402336
1607,93.500145
1608,99.475426
1609,116.99446
1611,97.03674
1613,95.92858
1616,97.63105
1619,108.246925
1620,94.231125
1621,112.01528
1622,98.72625
1625,108.824265
1627,116.99446
1629,102.67952
1634,98.07772
1636,95.457825
1638,107.64838
1639,97.92144
1641,101.75377
1643,95.04198
1644,103.04505
1645,117.86536
1646,103.539665
1647,112.83325
1648,96.00967
1652,93.54218
1653,113.16193
1656,95.657104
1658,95.91589
1659,108.66333
1661,101.75776
1663,93.500145
1664,104.646095
1665,95.55827
1666,109.31463
1667,101.147995
1668,78.985886
1669,102.082596
1670,95.22465
1672,112.81185
1674,104.65438
1677,105.49712
1678,92.69748
1679,111.51281
1680,100.5329
1683,110.59355
1686,103.987854
1687,110.28167
1689,106.41424
1690,96.30396
1691,115.76013
1692,113.44496
1693,94.237
1695,96.60198
1696,92.98604
1697,108.66333
1700,109.31463
1701,97.5017
1702,112.54846
1703,92.5387
1704,105.394104
1706,95.400185
1707,109.21402
1708,97.10221
1710,92.83496
1711,106.2295
1713,101.309296
1717,109.42844
1719,106.99061
1720,96.69696
1722,95.6122
1725,104.68612
1726,96.366
1727,101.18061
1729,105.746796
1730,91.04231
1731,107.2552
1733,109.31463
1734,95.12816
1735,110.43562
1738,95.92858
1742,103.847046
1745,104.65438
1747,95.801125
1749,100.66511
1751,97.648445
1752,77.82771
1753,103.88954
1754,96.00248
1755,94.66562
1756,102.32768
1758,105.914345
1759,93.00953
1760,106.85924
1761,108.36111
1762,91.837006
1763,105.977745
1764,109.2943
1766,101.83335
1768,92.66654
1769,80.50683
1771,107.736145
1772,97.45864
1773,109.90737
1774,99.19183
1775,108.63509
1777,111.328705
1779,93.00953
1780,106.85235
1787,92.5387
1788,95.153946
1790,95.945496
1796,112.786674
1801,91.395584
1803,93.92264
1807,112.180664
1809,106.240005
1812,97.54873
1813,109.03689
1814,101.787476
1815,110.170654
1816,96.429306
1818,93.73723
1820,92.210365
1821,115.95325
1822,95.45509
1825,96.54087
1826,106.91293
1828,95.99983
1831,104.246895
1836,101.20272
1837,95.81127
1841,96.84876
1844,103.89685
1848,91.95642
1851,101.722374
1852,95.36874
1853,94.1197
1854,97.55693
1856,103.52345
1859,106.240005
1860,98.03708
1861,78.17989
1863,110.26271
1865,96.80444
1866,104.191055
1867,95.78646
1868,93.02963
1872,95.69777
1879,97.85466
1880,107.25703
1882,97.47171
1885,110.43319
1887,104.23149
1888,95.29813
1890,103.76558
1894,96.86208
1895,102.51961
1896,93.25985
1897,108.50514
1900,109.52245
1901,94.77307
1902,106.31715
1905,99.11597
1906,108.1677
1912,106.77227
1915,96.330185
1916,107.42855
1917,93.87978
1918,104.570946
1920,78.81658
1923,100.9378
1924,103.08994
1925,96.366
1930,116.99446
1932,113.59326
1933,111.36315
1934,110.47044
1935,94.55006
1940,80.57396
1941,97.89317
1942,115.92331
1943,102.73296
1944,93.08174
1945,101.790436
1948,117.00001
1949,92.463066
1952,98.93305
1954,94.130394
1955,116.62014
1958,96.47196
1959,84.39071
1960,105.977745
1963,96.211006
1965,103.051186
1968,102.925026
1969,100.30506
1971,96.394745
1972,111.09241
1973,93.00826
1975,92.004906
1977,101.812935
1978,96.92495
1979,108.964905
1981,92.65225
1982,110.32195
1987,110.83905
1988,91.91325
1993,104.207245
1997,93.13943
1999,95.87885
2001,95.821976
2002,115.628456
2003,100.79159
2004,78.1903
2006,111.56611
2007,94.49407
2009,106.85924
2010,93.78681
2013,102.45835
2018,78.71716
2022,98.38156
2024,107.09468
2025,96.73988
2026,103.857506
2030,106.721214
2031,95.50968
2032,106.77227
2033,96.23864
2035,99.3265
2036,113.536125
2037,94.47533
2040,95.951225
2043,109.20631
2044,121.09729
2046,106.46189
2054,109.30902
2055,95.537476
2056,106.85235
2059,94.66033
2060,94.77307
2062,92.78715
2063,109.02819
2066,96.86208
2067,115.58382
2072,101.08983
2073,107.71571
2074,108.5121
2075,100.04823
2076,97.0279
2080,95.62843
2082,94.77307
2085,99.72776
2087,107.400116
2091,108.11083
2092,95.84972
2093,106.85235
2098,100.8046
2101,105.977745
2102,93.62987
2103,80.57396
2105,103.93024
2106,94.261444
2107,100.85799
2110,96.60085
2114,98.73488
2115,113.57319
2117,87.29635
2118,96.81923
2119,106.01751
2120,96.7513
2122,102.96997
2123,113.071205
2126,94.447754
2127,107.50772
2128,96.643524
2129,109.79588
2132,110.7994
2135,105.47805
2138,103.45215
2139,116.99446
2141,110.458534
2142,94.48128
2146,97.46949
2151,110.59393
2157,104.89038
2159,100.75301
2162,92.73515
2164,116.92257
2167,95.26233
2168,110.44296
2171,98.072876
2173,95.24893
2174,104.73052
2175,95.64814
2178,93.79241
2180,96.51735
2185,111.04464
2189,94.14766
2190,112.149574
2192,102.73369
2194,112.89363
2200,104.32406
2201,98.50481
2203,108.544075
2204,97.54678
2205,110.1349
2209,109.61477
2213,103.11721
2214,94.40996
2215,108.568115
2216,98.619484
2218,94.88384
2219,110.33411
2220,101.69554
2222,97.26814
2223,104.97643
2225,110.33383
2226,94.04678
2230,100.73054
2233,111.355034
2234,107.09116
2235,97.54678
2236,77.272896
2237,92.41833
2240,116.37351
2241,96.03191
2248,104.17162
2249,96.61393
2250,101.48672
2252,110.07381
2253,99.78583
2254,111.54343
2256,79.3548
2258,94.224495
2259,101.51975
2262,96.96869
2265,94.52774
2266,103.62647
2269,99.70088
2271,104.14523
2273,95.10315
2274,108.42277
2275,98.32501
2277,98.465515
2279,97.54678
2280,77.06592
2282,96.51735
2283,102.02016
2288,96.25703
2289,107.63095
2291,95.980545
2292,117.6443
2297,108.414925
2298,106.08996
2299,98.1959
2300,111.58089
2301,92.75033
2304,94.638306
2305,101.8135
2306,96.96869
2308,94.667595
2309,100.877144
2311,104.683525
2312,100.66047
2316,103.36171
2321,104.26561
2322,106.54843
2325,106.10934
2326,93.88405
2329,117.6443
2330,98.99543
2331,101.71461
2332,110.85104
2333,96.96869
2334,104.1041
2335,111.22882
2337,105.575485
2338,102.23955
2340,110.85104
2342,95.21286
2345,92.783806
2349,95.09941
2351,78.09322
2352,95.610634
2354,109.49142
2355,112.29268
2357,110.33383
2358,96.487015
2360,95.17854
2361,109.49142
2364,95.658966
2366,99.09084
2369,99.307076
2370,95.25291
2371,110.552185
2373,102.12248
2374,105.3285
2376,112.530075
2378,106.9139
2382,103.69016
2383,93.31234
2386,107.77068
2387,99.85639
2389,98.443054
2390,104.680855
2392,93.257805
2398,110.85104
2399,94.80944
2400,99.108536
2401,110.40586
2402,97.32081
2404,99.51517
2407,103.26896
2408,100.861694
2409,104.79468
2412,85.506035
2413,101.74257
2415,94.471146
2420,101.428505
2422,98.90519
2423,103.7007
2426,93.81431
2432,98.91694
2434,91.97577
2435,95.799904
2436,109.57682
2438,106.02977
2440,106.45754
2443,101.07414
2444,91.71475
2447,104.17162
2450,94.745926
2454,104.18209
2455,108.43305
2459,96.96869
2460,102.98739
2463,96.614395
2465,98.03039
2468,80.50515
2469,96.895996
2474,95.674545
2478,95.15253
2480,90.50917
2481,116.37351
2489,96.51735
2490,101.5785
2492,94.67028
2496,96.96869
2497,99.74809
2500,95.79031
2505,96.05783
2507,99.45379
2508,110.1349
2509,95.09606
2510,77.64818
2513,91.32778
2515,96.51735
2518,93.31234
2519,103.85509
2520,93.31234
2521,107.661804
2523,100.72939
2525,96.9464
2529,110.1349
2530,96.71695
2533,105.05282
2535,92.21062
2538,99.94931
2544,106.56371
2553,110.78952
2556,93.961754
2558,92.46695
2559,110.911705
2560,94.54329
2561,108.61566
2562,97.47584
2563,107.020706
2564,91.08688
2565,111.88262
2567,99.056786
2572,94.16112
2575,97.26534
2576,113.201904
2577,96.656334
2578,97.72338
2579,108.81231
2580,93.62802
2582,103.94806
2583,92.44897
2587,90.94767
2589,109.06283
2590,97.28586
2591,110.1349
2594,97.42195
2597,96.832375
2598,105.19896
2599,95.36656
2600,99.64905
2602,116.14997
2603,94.16112
2604,97.28761
2606,100.86286
2607,77.91323
2608,100.99886
2613,110.1349
2614,102.25108
2615,111.27675
2617,109.30957
2620,100.66215
2623,107.72805
2624,99.28063
2627,110.1349
2629,77.91323
2630,95.18603
2632,102.05628
2636,96.004196
2639,105.22144
2640,108.86801
2642,110.1349
2644,107.4331
2646,99.552246
2647,97.66746
2649,93.94149
2650,102.85178
2652,108.38627
2653,98.037994
2655,101.66456
2657,111.37863
2659,107.3821
2662,93.15804
2663,116.37351
2664,96.19049
2665,102.08572
2670,98.331505
2671,108.19632
2672,91.01644
2675,108.38627
2677,109.679085
2679,99.494835
2683,108.41443
2684,97.02532
2685,104.975105
2688,108.226395
2689,104.01328
2690,103.25904
2693,103.17272
2694,107.85423
2697,104.38084
2699,96.09391
2703,94.737854
2705,107.0828
2709,84.37216
2710,94.9801
2711,108.249855
2712,96.86174
2713,98.37958
2714,108.17508
2715,98.04349
2717,93.834755
2718,110.42407
2720,107.06015
2721,96.588234
2726,102.38747
2728,92.023895
2731,104.51482
2732,110.0713
2734,96.04372
2736,103.29623
2737,96.650154
2738,104.88341
2739,100.26479
2746,95.28008
2749,105.62483
2751,118.36137
2752,102.00213
2753,97.5671
2757,101.71652
2758,95.57785
2759,108.526436
2760,101.00596
2762,110.71534
2764,93.51614
2765,107.85366
2769,106.848526
2771,106.02803
2774,93.55408
2776,93.16861
2777,99.10359
2778,95.99553
2779,105.88288
2782,92.458694
2784,93.85199
2787,95.086044
2789,96.779915
2792,97.63254
2798,94.86258
2799,101.476295
2800,96.03632
2801,77.8441
2802,96.253365
2804,97.236664
2807,103.74497
2808,100.17263
2809,101.32108
2811,116.98518
2812,95.36786
2814,93.81148
2816,98.607506
2817,109.39296
2818,99.54472
2820,101.61422
2821,84.633675
2822,97.76047
2823,110.62171
2824,96.77843
2826,97.214645
2829,96.56396
2834,96.87707
2835,79.48078
2838,95.0609
2839,108.17591
2840,92.03715
2841,105.10945
2842,96.96869
2846,113.09788
2848,101.20479
2849,94.322845
2850,108.17508
2851,93.11361
2853,97.60977
2854,110.1349
2858,101.498634
2861,104.2407
2864,94.7013
2865,116.37351
2866,103.26142
2867,92.18956
2868,113.53927
2870,108.10941
2877,99.45133
2878,110.1349
2880,112.90682
2882,77.789375
2883,97.11734
2884,104.24471
2885,97.69926
2887,96.51735
2888,109.331154
2889,91.53065
2890,105.009476
2891,103.43779
2892,117.12161
2893,93.7725
2898,107.301384
2899,98.80913
2900,109.4472
2901,93.509796
2909,105.65851
2910,112.08212
2911,119.49801
2913,97.30346
2914,104.55686
2918,97.89809
2919,107.86235
2920,92.33297
2921,110.1349
2922,99.67815
2923,101.794014
2925,106.68576
2926,93.62802
2927,110.08514
2929,113.5736
2933,96.04225
2934,106.32148
2936,101.12193
2941,97.603355
2942,96.20815
2943,109.24242
2945,102.73317
2950,95.35363
2951,108.305145
2953,106.394226
2954,100.06061
2955,106.36399
2956,100.93403
2960,105.46979
2962,97.0942
2963,104.6379
2964,105.65699
2966,77.16858
2967,96.25803
2968,97.972206
2969,91.67464
2971,92.42843
2972,107.86658
2974,94.980576
2975,106.353455
2977,117.8192
2980,108.012764
2981,89.91639
2983,101.935905
2984,99.24234
2985,117.6443
2986,96.92298
2987,107.86658
2989,97.08751
2990,107.77741
2991,112.171974
2992,80.43802
2995,104.38084
2996,98.11159
3002,110.95147
3004,108.743355
3005,118.33656
3006,95.44547
3010,98.103546
3011,104.05879
3014,93.62802
3015,95.247025
3016,94.529915
3017,100.17745
3018,93.90886
3021,103.5477
3024,105.19896
3028,97.46383
3030,95.271255
3032,93.601204
3039,94.4497
3040,104.19375
3041,98.41302
3043,110.693886
3044,113.643745
3046,105.73189
3055,96.33163
3056,109.457954
3058,93.48831
3059,106.41078
3061,117.00001
3063,106.2904
3066,94.83995
3067,105.19896
3068,77.42437
3069,96.588234
3072,116.53815
3073,112.77632
3074,95.72486
3077,96.901726
3082,101.24149
3084,104.38084
3085,102.06779
3088,107.4331
3091,96.45264
3092,111.60965
3093,99.57688
3094,104.51482
3096,110.47044
3097,90.96935
3098,78.39733
3102,116.79645
3106,93.46423
3109,95.841736
3111,94.41022
3112,118.33656
3113,96.97537
3115,101.08983
3116,105.95876
3117,97.54416
3121,103.51089
3122,95.2469
3123,95.740585
3124,101.48443
3125,94.529915
3126,100.15375
3127,115.76013
3129,92.91439
3130,113.55198
3132,107.13915
3134,107.99479
3135,105.18033
3137,76.30138
3138,125.083244
3140,106.421585
3144,105.220314
3145,105.363304
3146,111.27675
3147,95.54546
3148,103.37557
3149,105.88588
3150,111.603775
3151,96.74658
3152,96.055016
3155,101.49923
3156,108.17508
3159,93.12455
3161,98.978645
3162,107.67056
3163,95.214165
3165,102.22174
3172,102.93045
3173,98.85385
3176,92.312675
3177,107.100975
3179,106.353455
3183,93.7272
3186,94.989334
3187,98.516335
3189,106.54772
3190,97.799126
3192,115.76013
3193,102.93045
3194,112.7866
3197,95.98039
3198,96.36935
3200,101.32933
3201,118.47083
3202,96.36935
3204,96.05783
3205,93.39278
3206,105.00556
3208,104.45405
3210,103.27493
3211,100.252464
3212,117.00001
3213,99.18491
3214,104.87437
3216,105.009476
3219,93.61039
3220,110.67054
3221,96.97537
3226,107.821655
3227,106.44553
3228,98.08337
3229,98.64685
3232,80.50515
3233,94.18551
3234,96.35337
3236,99.23031
3238,110.12871
3239,109.22846
3240,93.402565
3247,109.44139
3249,104.96808
3252,110.347565
3253,98.345955
3254,104.164116
3255,100.143524
3256,108.928116
3257,95.57233
3262,104.71639
3263,108.38627
3264,100.93403
3266,112.46382
3267,101.27691
3269,97.54048
3272,117.6443
3274,95.98039
3275,105.226364
3277,101.98337
3279,99.04974
3280,107.158516
3283,95.36028
3285,96.51735
3287,103.44063
3288,105.19896
3290,100.14593
3291,92.34691
3298,107.94607
3299,96.00962
3302,106.28192
3303,95.00774
3304,104.176895
3307,94.77282
3309,97.99424
3314,77.133995
3316,110.77274
3317,97.994545
3319,95.55491
3320,108.04293
3321,95.16819
3322,102.5421
3324,93.127464
3326,95.57963
3329,100.41954
3330,91.08688
3331,111.63859
3335,117.12161
3337,96.94804
3338,98.65314
3339,98.01886
3340,112.11133
3341,96.547
3343,94.259445
3346,92.86507
3348,92.7344
3351,105.19896
3352,117.57814
3355,92.10933
3356,110.212
3358,104.44648
3359,94.938354
3360,102.47482
3371,96.33868
3372,95.87678
3374,96.51651
3377,108.11235
3378,92.57253
3380,107.28422
3382,101.15052
3386,97.24631
3389,102.37495
3391,106.214966
3393,96.88763
3394,107.0637
3395,93.771324
3397,110.1349
3398,103.12685
3399,82.50577
3400,95.076965
3404,104.98426
3407,110.900505
3409,101.309296
3419,101.789665
3421,98.3115
3425,94.8338
3427,80.93521
3428,117.6443
3429,108.155334
3431,96.60974
3435,93.788055
3436,108.95759
3439,97.3173
3441,101.42582
3442,117.6443
3443,101.94027
3444,105.2297
3445,94.043945
3446,107.45673
3449,94.77307
3453,97.25915
3457,101.22829
3460,103.34143
3461,106.17789
3462,93.09264
3464,106.2904
3465,77.42437
3466,96.38032
3467,104.71879
3468,97.155785
3469,102.826256
3470,95.43714
3472,110.1349
3473,99.78469
3475,95.000694
3476,108.840004
3478,106.57258
3479,94.86152
3483,95.17257
3484,107.65671
3485,101.0578
3487,94.94637
3488,108.13049
3496,111.77184
3497,99.51141
3499,103.36325
3500,77.300415
3501,97.4851
3504,92.9583
3508,101.626945
3511,96.01986
3512,109.25884
3515,92.29984
3517,95.20888
3518,96.8401
3526,107.62947
3528,113.73479
3529,99.647545
3530,116.001434
3531,92.78413
3532,103.81762
3533,96.19606
3534,95.11865
3535,77.46995
3536,98.979515
3537,110.87506
3538,92.32719
3539,102.57479
3540,103.23055
3545,107.51436
3546,92.30608
3550,108.15606
3551,103.75462
3553,96.29488
3554,103.34143
3557,92.34691
3558,109.03812
3559,94.77307
3561,92.52533
3562,110.1349
3563,96.39119
3564,105.19896
3565,94.043945
3567,94.889114
3571,105.19896
3572,97.96779
3574,110.00487
3576,96.15873
3577,106.28321
3578,95.15072
3579,94.27416
3583,95.1759
3585,103.5519
3586,106.326096
3587,112.751144
3593,93.46827
3594,104.25221
3595,94.56742
3599,95.918365
3600,105.7335
3601,110.1349
3602,94.77307
3604,99.174835
3609,118.393394
3610,106.61373
